POSTCODE,ID,NAME,Type,LATITUDE,LONGITUDE
ST14PB,FF170,LLOYDSPHARMACY,Dispensary,53.015778,-2.182495
ST14PB,FDM61,NORFOLK STREET PHARMACY,Dispensary,53.015778,-2.182495
ST14PB,P1VP,NAVID KALEEM,Pharmacy,53.015778,-2.182495
ST14PR,Y03560,YOUNG PEOPLE DRUG & ALCOHOL SERVICE,Surgery,53.017978,-2.184458
ST14PZ,P4MT,RAMIN HEALTHCARE LIMITED,Pharmacy,53.017783,-2.188019
ST14PZ,FWH42,ICLICK PHARMACY,Dispensary,53.017783,-2.188019
ST150HN,FYJ04,WALTON PHARMACY,Dispensary,52.895475,-2.15061
ST158AJ,P2L2,IMAMI LTD,Pharmacy,52.901808,-2.145798
ST158AP,M83020,CUMBERLAND HOUSE,Surgery,52.901549,-2.145844
ST158AW,FQK12,BOOTS UK LIMITED,Dispensary,52.90196,-2.146691
ST158AW,P06G,BIRCHILL & WATSON CO LTD,Pharmacy,52.90196,-2.146691
ST158AW,FPD65,BIRCHILL & WATSON,Dispensary,52.90196,-2.146691
ST158LQ,P3RE,APOTHEEK VOORZORG LIMITED,Pharmacy,52.909129,-2.158137
ST158YE,M83069,MANSION HOUSE SURGERY,Surgery,52.899943,-2.143758
ST158YE,FQ557,STONE PHARMACY,Dispensary,52.899943,-2.143758
ST15BS,P3WX,AFTAB AKHTAR,Pharmacy,53.02802,-2.177731
ST15BY,Y02670,ADULT DRUG & ALCOHOL SERVICE,Surgery,53.029295,-2.178675
ST15NW,P53H,UNITED CO-OPERATIVES HEALTHCARE GROUP,Pharmacy,53.025759,-2.181107
ST15NY,FA058,WM MORRISON SUPERMARKETS PLC,Dispensary,53.03126,-2.192656
ST15SJ,FL883,BOOTS UK LIMITED,Dispensary,53.02816,-2.191777
ST161BS,M83024,CASTLEFIELDS,Surgery,52.801013,-2.129518
ST161BS,FE727,WELL CASTLE WAY - CASTLEFIELDS SURGERY,Dispensary,52.801013,-2.129518
ST161JG,FA274,CORNWELLS CHEMISTS,Dispensary,52.822459,-2.13209
ST161JG,M83049,HOLMCROFT,Surgery,52.822459,-2.13209
ST162AG,M83057,MILL BANK,Surgery,52.80489,-2.118627
ST162AG,FT197,LLOYDSPHARMACY,Dispensary,52.80489,-2.118627
ST162BD,FKF76,BOOTS THE CHEMIST,Dispensary,52.806913,-2.117861
ST162HE,FWA24,TESCO IN STORE PHARMACY,Dispensary,52.803373,-2.116516
ST162HS,FF426,SUPERDRUG PHARMACY,Dispensary,52.805485,-2.116329
ST162RG,P2VC,MEBA SERVICES LTD,Pharmacy,52.814413,-2.122269
ST162ST,Y01959,CANNOCK COMMUNITY DIABETES SERVICE,Surgery,52.812881,-2.125722
ST162ST,Y02188,STAFFORD COMMUNITY DIABETES SERVICE,Surgery,52.812881,-2.125722
ST162ST,Y03588,COMMUNITY EPILEPSY SERVICE,Surgery,52.812881,-2.125722
ST163AT,Y06652,STAFFORDSHIRE TREATMENT&RECOVERY SERVICE,Surgery,52.812753,-2.121126
ST163AW,Y03252,HMP STAFFORD,Surgery,52.811515,-2.118452
ST163BS,P59K,MARSTON PHARMACY LTD,Pharmacy,52.814767,-2.118917
ST163BS,FN540,ROWLANDS PHARMACY,Dispensary,52.814767,-2.118917
ST163EB,FXG58,STAFFORD HEALTH & WELLBEING PHARMACY,Dispensary,52.817722,-2.123291
ST163EB,M83044,STAFFORD HEALTH AND WELLBEING,Surgery,52.817722,-2.123291
ST163RL,FX114,WESTON ROAD PHARMACY,Dispensary,52.807149,-2.103691
ST163RL,P3QV,HAYYAN HEALTHCARE LTD,Pharmacy,52.807149,-2.103691
ST163SB,Y06730,KATHARINE HOUSE HOSPICE,Surgery,52.810989,-2.093467
ST163SR,Y05403,TISSUE VIABILITY EAST,Surgery,52.810605,-2.109085
ST163SR,Y04909,NORTH WALK IN CENTRES,Surgery,52.810605,-2.109085
ST163SR,Y05558,CONTINENCE,Surgery,52.810605,-2.109085
ST163SR,Y05289,CARDIAC SERVICE STOKE AND NORTH,Surgery,52.810605,-2.109085
ST163SR,Y05977,DIABETES CONSULTANTS SOUTH,Surgery,52.810605,-2.109085
ST163SR,Y05287,DIABETES SERVICE STOKE AND NORTH,Surgery,52.810605,-2.109085
ST163SR,Y05624,PALLIATIVE CARE NORTH,Surgery,52.810605,-2.109085
ST163SR,Y04936,HEALTH VISITORS STOKE,Surgery,52.810605,-2.109085
ST163SR,Y03886,PARTNERSHIP STOKE,Surgery,52.810605,-2.109085
ST163SR,Y05542,PAIN MANAGEMENT SOUTH,Surgery,52.810605,-2.109085
ST163SR,Y04935,HEALTH VISITORS STAFFORDSHIRE,Surgery,52.810605,-2.109085
ST163SR,Y05288,RESPIRATORY SERVICE STOKE AND NORTH,Surgery,52.810605,-2.109085
ST163SR,Y06895,EAST STAFFS HEART FAILURE,Surgery,52.810605,-2.109085
ST163SR,Y03887,PARTNERSHIP SOUTH,Surgery,52.810605,-2.109085
ST163SR,Y04497,CHOICES LEICESTER,Surgery,52.810605,-2.109085
ST163SR,Y03939,PARTNERSHIP NORTH,Surgery,52.810605,-2.109085
ST163TA,FL014,ASDA PHARMACY,Dispensary,52.80576,-2.10839
ST16HD,L4T9J,ALLOPATHIC HEALTHCARE LTD,Pharmacy,53.040413,-2.167029
ST16HD,FJC61,SNEYD GREEN PHARMACY,Dispensary,53.040413,-2.167029
ST16RS,FHL26,BIRCHES HEAD PHARMACY,Dispensary,53.035667,-2.154096
ST16RS,M83123,BIRCHES HEAD MEDICAL CTR.,Surgery,53.035667,-2.154096
ST16RS,P0HC,MR J DESAI & MR B BAINS,Pharmacy,53.035667,-2.154096
ST16RS,P11K,BIRCHES HEAD PHARMACY,Pharmacy,53.035667,-2.154096
ST170EF,FAC36,CORNWELL'S CHEMISTS,Dispensary,52.792328,-2.079606
ST170EG,M83052,WEEPING CROSS HEALTH CENTRE,Surgery,52.791511,-2.077781
ST170QJ,P473,WIDWOOD PHARMACY,Pharmacy,52.781542,-2.077511
ST174AH,FE603,WOLVERHAMPTON ROAD PHARMACY,Dispensary,52.801881,-2.113943
ST174AH,P0QY,WOODEND HEALTHCARE LTD,Pharmacy,52.801881,-2.113943
ST174AH,P61K,PETER COOK (CHEMIST) LTD,Pharmacy,52.801881,-2.113943
ST174BS,M83050,WOLVERHAMPTON ROAD SURGERY,Surgery,52.802486,-2.112806
ST174RA,FPJ52,WILDWOOD PHARMACY,Dispensary,52.784701,-2.082316
ST174SU,FGQ49,BOOTS,Dispensary,52.794909,-2.102331
ST179AQ,Y06171,ROWLEY HALL HOSPITAL,Surgery,52.794778,-2.126281
ST179LT,FKC07,WELL PHARMACY,Dispensary,52.787522,-2.118965
ST179LT,FL764,LLOYDSPHARMACY,Dispensary,52.787522,-2.118965
ST179LY,M83036,RISING BROOK,Surgery,52.787293,-2.120102
ST179YF,FNT13,WELL HIGHFIELDS - WESTWAY,Dispensary,52.794697,-2.131987
ST180AQ,A91121,STAFFORD MEDICAL CENTRE,Surgery,52.815845,-2.091504
ST180BF,FAK06,CORNWELL'S CHEMISTS,Dispensary,52.811096,-2.083171
ST180SS,P7AR,HAYWOOD PHARMACY,Pharmacy,52.801803,-2.004867
ST180SS,FN752,HAYWOOD PHARMACY,Dispensary,52.801803,-2.004867
ST180SU,M83022,HAZELDENE HOUSE SURGERY,Surgery,52.800688,-2.004496
ST180XF,Y06860,BEACON PARK HOSPITAL,Surgery,52.817024,-2.074217
ST195AP,M83045,PENKRIDGE MEDICAL PRACTICE,Surgery,52.725728,-2.118352
ST195AP,FGX21,NORTHWOOD PHARMACY,Dispensary,52.725728,-2.118352
ST195DH,P72H,NORTHWOOD DISPENSING CHEMISTS LTD,Pharmacy,52.725182,-2.114245
ST195DH,FPH88,WHITE HOUSE PHARMACY,Dispensary,52.725182,-2.114245
ST199BQ,M83009,BREWOOD MEDICAL PRACTICE,Surgery,52.676538,-2.187392
ST199BS,FFM49,LLOYDSPHARMACY,Dispensary,52.676502,-2.17381
ST199NP,FLL10,WHEATON ASTON PHARMACY,Dispensary,52.710498,-2.223251
ST199NP,P1X1,GREYMATTER PRIVATE LTD,Pharmacy,52.710498,-2.223251
ST200EX,P0GH,GNOSALL HEALTHCARE LTD,Pharmacy,52.784575,-2.254681
ST200EX,P263,MAXIM POINT LTD,Pharmacy,52.784575,-2.254681
ST200GP,M83070,GNOSALL,Surgery,52.789992,-2.256521
ST200GP,FG745,DAY LEWIS PHARMACY,Dispensary,52.789992,-2.256521
ST20EU,FK255,BOOTS UK LIMITED,Dispensary,53.013448,-2.128618
ST20JG,M83102,POTTERIES MEDICAL CENTRE,Surgery,53.020074,-2.136838
ST216BP,P366,EXXLESHALL PHARMACY LTD,Pharmacy,52.859498,-2.252416
ST216BW,M83092,CROWN SURGERY,Surgery,52.859415,-2.253515
ST216BZ,FA163,ECCLESHALL PHARMACY,Dispensary,52.859699,-2.253812
ST216LQ,Y03247,HMP/YOI DRAKE HALL,Surgery,52.878831,-2.240835
ST27BN,FWR25,MILTON PHARMACY,Dispensary,53.049318,-2.141569
ST27BW,M83061,MILLRISE MEDICAL PRACTICE,Surgery,53.04957,-2.141869
ST27JL,M2T6D,RIDGEWAYS PHARMACY,Pharmacy,53.054841,-2.138962
ST27JL,FGF14,SECRET POTIONS LIMITED,Dispensary,53.054841,-2.138962
ST27JL,P91L,RIDGWAYS CHEMISTS,Pharmacy,53.054841,-2.138962
ST27JL,P3Q7,BIGGARIG LIMITED,Pharmacy,53.054841,-2.138962
ST28BW,P21R,MILTONS CHEMIST,Pharmacy,53.033844,-2.145217
ST28BW,FT323,MILTONS CHEMISTS,Dispensary,53.033844,-2.145217
ST28DU,Y03085,ABBOTS HOUSE ASSESSMENT & THERAPY UNIT,Surgery,53.037671,-2.139741
ST29AJ,FM588,LLOYDSPHARMACY,Dispensary,53.024433,-2.144827
ST29AJ,M83624,CAMBRIDGE HOUSE,Surgery,53.024433,-2.144827
ST29LT,FWL56,EATON PARK PHARMACY,Dispensary,53.015929,-2.145589
ST29LT,P129,EATON PARK RETAIL LTD,Pharmacy,53.015929,-2.145589
ST31EQ,M83661,ADDERLEY GREEN SURGERY,Surgery,52.992083,-2.135393
ST31EQ,Y07035,MEIR PCN - EXTEND ACC,Surgery,52.992083,-2.135393
ST31LD,P495,MEIR HAY PHARMACY,Pharmacy,52.991549,-2.123012
ST31LD,FMW17,FAIRWAY PHARMACIES LTD,Dispensary,52.991549,-2.123012
ST31SQ,Y05929,NEURO & OLD AGE PSYCHIATRY,Surgery,52.989657,-2.126641
ST31SQ,Y06501,STOKE COMMUNITY,Surgery,52.989657,-2.126641
ST32AF,FDD16,WELL BLURTON - BLURTON ROAD,Dispensary,52.984126,-2.158739
ST32HX,FDF31,BOOTS UK LIMITED,Dispensary,52.98838,-2.135352
ST32JG,FFJ77,TESCO INSTORE PHARMACY,Dispensary,52.989511,-2.136756
ST32JH,P4P9,ADAM LOCUMS LTD,Pharmacy,52.988566,-2.137154
ST32JH,FNQ95,LONGTON PHARMACY,Dispensary,52.988566,-2.137154
ST32NA,M83126,LONGTON HALL SURGERY,Surgery,52.986171,-2.140424
ST32NR,FAV78,WATERLOO PHARMACY,Dispensary,52.987219,-2.136912
ST32NR,P3LR,A KHAN,Pharmacy,52.987219,-2.136912
ST33BS,M83725,BLURTON MEDICAL CENTRE,Surgery,52.972002,-2.156565
ST33JT,FQK77,BLURTON PHARMACY,Dispensary,52.972675,-2.158071
ST33NZ,M83704,DOUGLAS MACMILLAN HOSPICE,Surgery,52.970554,-2.150544
ST34DF,FLC90,TRENTHAM ROAD PHARMACY,Dispensary,52.983436,-2.134129
ST34DW,M83004,MAYFIELD SURGERY,Surgery,52.982709,-2.13456
ST34EG,P4EV,LIVE WELL NATIONWIDE LTD,Pharmacy,52.978866,-2.137168
ST34EG,FAQ48,LIVE WELL NATIONWIDE LTD,Dispensary,52.978866,-2.137168
ST34LL,M83090,DUNROBIN STREET MEDICAL CENTRE,Surgery,52.981184,-2.131234
ST34LR,P76H,SECRET POTIONS LTD,Pharmacy,52.979033,-2.132641
ST34LR,Y06772,SPECIALIST SERVICES DIRECTORATE - HJH,Surgery,52.979033,-2.132641
ST34LR,M83068,BELGRAVE MEDICAL CENTRE,Surgery,52.979033,-2.132641
ST34LR,FRL56,MILLERS CHEMIST,Dispensary,52.979033,-2.132641
ST34LR,Y05427,ADULT MH COMMUNITY - SUTHERLAND CENTRE,Surgery,52.979033,-2.132641
ST36AB,M83713,DR H P BORSE & PARTNER,Surgery,52.97847,-2.102853
ST36AB,P2EF,AK SONS TRADING LIMITED,Pharmacy,52.97847,-2.102853
ST36AB,Y05540,PRIMARY CARE ACCESS HUB (SOUTH STOKE),Surgery,52.97847,-2.102853
ST36AB,Y02521,WILLOW BANK SURGERY,Surgery,52.97847,-2.102853
ST36AB,FXP80,HBS PHARMACY,Dispensary,52.97847,-2.102853
ST36AB,FE186,WELL MEIR - WESTON ROAD,Dispensary,52.97847,-2.102853
ST36AB,M83100,DR P D MILES AND DR R VALASAPALLI,Surgery,52.97847,-2.102853
ST36NA,FDV51,WELL WESTON COYNEY - NEW KINGSWAY,Dispensary,52.989899,-2.09877
ST37AE,FXJ57,WELL PHARMACY,Dispensary,52.977481,-2.103597
ST37TW,M83047,MEIR PARK & WESTON COYNEY MEDICAL PRACT,Surgery,52.966305,-2.094889
ST37UN,FGD92,WELL HEALTHCARE SUPPLIES,Dispensary,52.974567,-2.094207
ST37UN,FAP20,WELL.CO.UK,Dispensary,52.974567,-2.094207
ST37WB,FQV32,TESCO IN-STORE PHARMACY,Dispensary,52.9728,-2.089067
ST41NH,FF910,MILTONS (CHEMISTS) LTD,Dispensary,53.003574,-2.186005
ST41NH,P23C,MILTONS LTD,Pharmacy,53.003574,-2.186005
ST43AQ,M83028,GLEBEDALE MEDICAL PRACTICE,Surgery,52.998791,-2.162085
ST43AQ,FA530,LLOYDSPHARMACY,Dispensary,52.998791,-2.162085
ST43BL,FTA61,WORKSOP PHARMACY HERON CROSS,Dispensary,52.992503,-2.159544
ST43BL,P206,HERON CROSS PHARMACY LTD,Pharmacy,52.992503,-2.159544
ST44QQ,FX449,WELL PHARMACY,Dispensary,52.977202,-2.196332
ST44RJ,Y03711,STAFFORDSHIRE DOCTORS URGENT CARE OOH,Surgery,52.989593,-2.18809
ST44RJ,Y03700,STAFFORDSHIRE DOCTORS URGENT CARE OOH,Surgery,52.989593,-2.18809
ST44RJ,Y04908,STAFFORDSHIRE DOCTORS URGENT CARE OOH,Surgery,52.989593,-2.18809
ST45AN,FJF88,WELL PHARMACY,Dispensary,52.995737,-2.191589
ST45BA,FDA05,WELL OAKHILL - LONDON ROAD,Dispensary,52.991351,-2.195874
ST45BA,P34Q,HULMES CHEMISTS LTD,Pharmacy,52.991351,-2.195874
ST45NX,M83014,TRENT VALE MEDICAL PRACTICE,Surgery,52.987386,-2.201785
ST45NX,FP182,WELL PHARMACY,Dispensary,52.987386,-2.201785
ST46AT,M83066,HARTSHILL MEDICAL CENTRE,Surgery,53.009925,-2.210624
ST46AT,FTV00,HARTSHILL PHARMACY,Dispensary,53.009925,-2.210624
ST46NW,Y04483,MINOR SURGERY LES,Surgery,52.996906,-2.211991
ST46PL,FAM95,IN-STORE PHARMACY,Dispensary,52.993668,-2.208429
ST46QG,A99962,NORTH STAFFORDSHIRE BCSC,Surgery,53.003262,-2.211798
ST46QG,Y05821,UCC/GP - ROYAL STOKE OOH,Surgery,53.003262,-2.211798
ST46TH,Y05360,ADULT MENTAL HEALTH COMMUNITY,Surgery,53.000486,-2.210832
ST46TH,Y05266,NEURO & OLD AGE PSYCHIATRY,Surgery,53.000486,-2.210832
ST46TH,Y07002,ACUTE AND URGENT CARE,Surgery,53.000486,-2.210832
ST46TH,Y05390,ADULT MH COMMUNITY - ACCESS TEAM,Surgery,53.000486,-2.210832
ST47JB,Y00053,INTERMEDIATE CARE,Surgery,53.005441,-2.188323
ST47JB,Y02881,COMMUNITY DIABETES TEAM,Surgery,53.005441,-2.188323
ST47JB,M83619,HONEYWALL MEDICAL PRACTICE,Surgery,53.005441,-2.188323
ST47PL,P22H,HARTSHILL PHARMACY LTD,Pharmacy,53.009849,-2.20797
ST47PZ,Y00657,THE PARKLAND PRACTICE,Surgery,53.002333,-2.186939
ST47QD,FLW89,LLOYDSPHARMACY,Dispensary,53.002244,-2.185716
ST48EX,M83138,DRS SHAH & TALPUR,Surgery,52.974032,-2.194635
ST48GB,Y05944,EAST STAFFS PCP ACCESS HUB,Surgery,52.97037,-2.167086
ST48JT,P04V,PRIORY PHARMACY,Pharmacy,52.968787,-2.191663
ST48JT,P4TT,FAIRWAY PHARMACIES LIMITED,Pharmacy,52.968787,-2.191663
ST48JT,FE560,TRENTHAM PHARMACY,Dispensary,52.968787,-2.191663
ST48LT,M83601,BRINSLEY AVENUE PRACTICE,Surgery,52.96581,-2.191977
ST48XP,M83711,TRENTHAM MEWS MEDICAL CENTRE,Surgery,52.970452,-2.189898
ST50AY,FG077,ASDA PHARMACY,Dispensary,53.029171,-2.210121
ST50EP,FXN39,LLOYDSPHARMACY,Dispensary,53.032276,-2.218636
ST50EP,FEN13,WS LOW PHARMACY,Dispensary,53.032276,-2.218636
ST50EP,FAE84,LLOYDSPHARMACY,Dispensary,53.032276,-2.218636
ST50EP,P82K,WS LOW PHARMACY,Pharmacy,53.032276,-2.218636
ST50ET,M83007,THE VILLAGE SURGERY,Surgery,53.033945,-2.219972
ST50LZ,Y03779,COMMUNITY EYE CLINIC (NORTH STAFFS),Surgery,53.018642,-2.216614
ST50TW,P1NC,U MIR PHARMA LTD,Pharmacy,53.017814,-2.226851
ST50TW,FPH30,INSPIRE PHARMACY,Dispensary,53.017814,-2.226851
ST51HX,FVC56,WELL PHARMACY,Dispensary,53.013991,-2.219155
ST51JD,M83025,MILLER STREET SURGERY,Surgery,53.013803,-2.218424
ST51QG,Y03360,PCT DIABETES CLINIC,Surgery,53.010128,-2.227616
ST51QG,Y00039,DRUG MISUSE CLINIC,Surgery,53.010128,-2.227616
ST51QL,FYA00,BOOTS THE CHEMIST,Dispensary,53.01124,-2.228426
ST51RB,P72F,CORNWELLS CHEMISTS LTD,Pharmacy,53.012165,-2.228967
ST51RB,Y00878,NEWCASTLE UNDER LYME PCRC,Surgery,53.012165,-2.228967
ST51RB,FCP54,CORNWELL'S CHEMISTS LIMITED,Dispensary,53.012165,-2.228967
ST52AF,FH040,LLOYDSPHARMACY,Dispensary,53.015486,-2.231787
ST52UE,P2D2,ADVANCED PHARMACIES LTD,Pharmacy,53.009075,-2.232692
ST52UE,FVX17,HIGHERLAND PHARMACY,Dispensary,53.009075,-2.232692
ST52UE,M83140,HIGHERLAND SURGERY,Surgery,53.009075,-2.232692
ST53HP,M83141,KINGSBRIDGE MEDICAL CENTRE,Surgery,52.9927,-2.226198
ST53HP,FKR45,HOLLOWOOD CHEMISTS LIMITED,Dispensary,52.9927,-2.226198
ST53HY,FCQ33,WM MORRISON PHARMACY,Dispensary,53.00702,-2.225989
ST53TF,M83067,LYME VALLEY MEDICAL CENTRE,Surgery,53.006305,-2.22375
ST54LY,FXP00,LLOYDSPHARMACY,Dispensary,52.983632,-2.224943
ST55BG,FWC24,WELL PHARMACY,Dispensary,53.003262,-2.273581
ST55BG,M83670,KEELE PRACTICE,Surgery,53.003262,-2.273581
ST55NB,P4KD,WDA LOGISTICS LIMITED,Pharmacy,53.003845,-2.269754
ST55NB,P3WW,DIMIC LIMITED,Pharmacy,53.003845,-2.269754
ST56HF,P10P,MORREL'S PHARMACY LTD,Pharmacy,53.01896,-2.247101
ST56LQ,FHL37,TC CORNWELLS,Dispensary,53.01611,-2.268236
ST56PS,M83034,SILVERDALE MEDICAL CENTRE,Surgery,53.015627,-2.267264
ST57EA,FDQ29,WELL CHESTERTON - 21-23 LONDON ROAD,Dispensary,53.041982,-2.250857
ST57EB,M83005,HEATHCOTE STREET SURGERY,Surgery,53.043457,-2.250955
ST57HL,Y05297,CHILDREN & ADOLESCENT MENTAL HEALTH,Surgery,53.043932,-2.251704
ST57JS,M83723,LOOMER ROAD SURGERY,Surgery,53.036306,-2.248632
ST57NJ,Y03483,COMMUNITY DERMATOLOGY CLINIC,Surgery,53.039004,-2.239118
ST57NJ,Y05415,NEURO & OLD AGE PSYCHIATRY - MAPLE HOUSE,Surgery,53.039004,-2.239118
ST57TL,Y06529,GENERAL ADULT PSYCHIATRY,Surgery,53.038709,-2.238996
ST57TL,Y05426,ADULT MH COMMUNITY - LYMEBROOK,Surgery,53.038709,-2.238996
ST58BN,M83056,WOLSTANTON MEDICAL CENTRE,Surgery,53.03118,-2.218169
ST58HX,FGY12,BRADWELL PHARMACY,Dispensary,53.040623,-2.234682
ST58HX,P69M,R & W ELSE LIMITED,Pharmacy,53.040623,-2.234682
ST58HZ,FGW36,CHARLES S BULLEN STOMACARE LIMITED,Dispensary,53.041548,-2.235224
ST59GA,FN585,MORRELL PHARMACY,Dispensary,53.021714,-2.241153
ST59GA,M83697,MILEHOUSE MEDICAL PRACTICE,Surgery,53.021714,-2.241153
ST59JZ,P25K,MILWARDS (CHEMIST) LTD,Pharmacy,53.025429,-2.231215
ST59JZ,FL191,MILWARDS (CHEMISTS) LTD,Dispensary,53.025429,-2.231215
ST61JP,FD454,WELL BURSLEM,Dispensary,53.048113,-2.181961
ST61NT,FDF74,GRAHAMS PHARMACY,Dispensary,53.050972,-2.175185
ST61NT,P06M,MEDICINES FOR LIFE LTD,Pharmacy,53.050972,-2.175185
ST62AB,P694,BURSLEM HEALTH CENTRE PHARMACY LTD,Pharmacy,53.04554,-2.19445
ST62AB,FJK29,BURSLEM PHARMACY,Dispensary,53.04554,-2.19445
ST62AB,M83682,LUCIE WEDGWOOD HEALTH CTR,Surgery,53.04554,-2.19445
ST62ER,P1E3,KHAN AJAIZ,Pharmacy,53.039937,-2.191114
ST62ER,FJW30,WATERLOO PHARMACY,Dispensary,53.039937,-2.191114
ST62ER,P4QE,ADAM LOCUMS LTD,Pharmacy,53.039937,-2.191114
ST62JF,FGQ53,RAVEN PHARMACY,Dispensary,53.036224,-2.185535
ST62JN,Y02927,SEXUAL HEALTH SERVICES NORTH DIVISION,Surgery,53.035377,-2.187008
ST62JN,Y03778,COMMUNITY EYE CLINIC (STOKE),Surgery,53.035377,-2.187008
ST62JN,M83127,COBRIDGE SURGERY,Surgery,53.035377,-2.187008
ST62JN,FFP79,LLOYDSPHARMACY,Dispensary,53.035377,-2.187008
ST62JN,M83627,APSLEY SURGERY,Surgery,53.035377,-2.187008
ST63EG,FTF87,QUEEN STREET PHARMACY LIMITED,Dispensary,53.044707,-2.198235
ST63EG,P861,QUEEN STREET PHARMACY,Pharmacy,53.044707,-2.198235
ST63HL,P573,ANGELWAY PHARMACY,Pharmacy,53.037297,-2.189462
ST63HR,P3WL,MEDI-ZEN HEALTHCARE SERVICES,Pharmacy,53.03507,-2.187334
ST63PN,Y02867,MIDDLEPORT MEDICAL CENTRE,Surgery,53.041204,-2.207555
ST63QJ,FKF83,MIDDLEPORT PHARMACY,Dispensary,53.043167,-2.205208
ST65AP,FXC80,WELL PHARMACY,Dispensary,53.06036,-2.211781
ST65AP,FPM96,WELL PHARMACY,Dispensary,53.06036,-2.211781
ST65AQ,P2N0,MOSCOW FLYER LIMITED,Pharmacy,53.058796,-2.211684
ST65AQ,P2JP,MOZIMMAL HUSSAIN,Pharmacy,53.058796,-2.211684
ST65AQ,FJ641,NATIONAL ONLINE PHARMACY,Dispensary,53.058796,-2.211684
ST65BE,M83082,THE HAYMARKET HEALTH CTR,Surgery,53.060343,-2.211781
ST65BE,FKV79,BOOTS THE CHEMIST,Dispensary,53.060343,-2.211781
ST65EA,FHK61,SUPERDRUG PHARMACY,Dispensary,53.059203,-2.21085
ST65QJ,M83143,GOLDENHILL MEDICAL CENTRE,Surgery,53.076901,-2.221385
ST65QJ,P9AE,GOLDENHILL PHARMACY,Pharmacy,53.076901,-2.221385
ST65QJ,FXV25,WELL PHARMACY,Dispensary,53.076901,-2.221385
ST65TZ,FJH61,DAYNIGHT PHARMACY,Dispensary,53.062703,-2.208838
ST65UD,Y07134,SPECIALIST SERVICES DIRECTORATE,Surgery,53.063325,-2.208139
ST65UD,M83021,FURLONG MEDICAL CENTRE,Surgery,53.063325,-2.208139
ST65UD,FVH09,WELL PHARMACY,Dispensary,53.063325,-2.208139
ST65UD,Y05347,ADULT MENTAL HEALTH COMMUNITY,Surgery,53.063325,-2.208139
ST66AT,FJ346,ASDA PHARMACY,Dispensary,53.05407,-2.200516
ST66BE,M83650,TUNSTALL PRIMARY CARE CENTRE,Surgery,53.057414,-2.205426
ST66BE,Y07135,HIPC PCN - EXTEND ACC,Surgery,53.057414,-2.205426
ST66JN,Y03325,HILLTOP MANOR ASSESSMENT & REHAB UNIT,Surgery,53.06955,-2.195125
ST66SW,FP768,WELL PHARMACY,Dispensary,53.072581,-2.193706
ST67AG,Y05852,HAYWOOD HOSPITAL INPATIENT,Surgery,53.056944,-2.191413
ST67AG,Y05822,GP - HAYWOOD HOSPITAL OOH,Surgery,53.056944,-2.191413
ST67NN,M83094,BROOK MEDICAL CENTRE,Surgery,53.057067,-2.175867
ST67NN,FL330,WELL PHARMACY,Dispensary,53.057067,-2.175867
ST67NN,Y07019,WHITFIELD PCN - EXTENDED ACCESS,Surgery,53.057067,-2.175867
ST68HX,FKX58,BIRCHILL & WATSON,Dispensary,53.063461,-2.16115
ST68HY,M83038,ORCHARD SURGERY,Surgery,53.064286,-2.162421
ST71DX,FYC67,TESCO PHARMACY,Dispensary,53.08952,-2.244803
ST71LL,FWX70,BUTT LANE PHARMACY,Dispensary,53.085886,-2.25907
ST71LL,P1GV,MR R MASON,Pharmacy,53.085886,-2.25907
ST71QD,FF299,WELL,Dispensary,53.07077,-2.261129
ST71QQ,M83701,TALKE PITS CLINIC,Surgery,53.068936,-2.257192
ST72AA,FA749,ALSAGER PHARMACY,Dispensary,53.096786,-2.302294
ST72AA,FPY16,WELL PHARMACY,Dispensary,53.096786,-2.302294
ST72AD,FG337,WELL PHARMACY,Dispensary,53.093474,-2.300868
ST72LU,N81008,THE CEDARS MEDICAL CENTRE,Surgery,53.093285,-2.300747
ST72LU,N81111,MEREPARK MEDICAL CENTRE,Surgery,53.093285,-2.300747
ST73BT,N81071,GREENMOSS MEDICAL CENTRE,Surgery,53.107515,-2.250178
ST74AB,FKC27,KIDSGROVE PHARMACY,Dispensary,53.087025,-2.238607
ST74AY,M83023,KIDSGROVE MEDICAL CENTRE,Surgery,53.087366,-2.234085
ST74AY,M83084,DR ROBINSON & PARTNERS,Surgery,53.087366,-2.234085
ST74AY,FNH89,WELL PHARMACY,Dispensary,53.087366,-2.234085
ST74SR,P49Y,PACKMOOR PHARMACY LTD,Pharmacy,53.086387,-2.199277
ST74SR,FCK23,PACKMOOR PHARMACY,Dispensary,53.086387,-2.199277
ST78EW,FVM54,WELL PHARMACY,Dispensary,53.054192,-2.300579
ST78EW,M83054,AUDLEY HEALTH CENTRE,Surgery,53.054192,-2.300579
ST86AG,M83046,BIDDULPH VALLEY SURGERY,Surgery,53.116111,-2.178498
ST86AG,M83089,BIDDULPH DOCTORS,Surgery,53.116111,-2.178498
ST86AG,FFC36,WELL BIDDULPH - HEALTH CENTRE,Dispensary,53.116111,-2.178498
ST86AS,FNE23,WELL PHARMACY,Dispensary,53.115468,-2.176524
ST86EZ,P1FM,MR D MILLER,Pharmacy,53.113932,-2.169272
ST86HJ,FAT34,BIDDULP PHARMACY,Dispensary,53.113462,-2.177113
ST86JN,Y01893,BIDDULPH DRUG MISUSE,Surgery,53.113372,-2.17148
ST87LR,FY784,WELL PHARMACY,Dispensary,53.119361,-2.141935
